track_id;acousticness;danceability;energy;instrumentalness;key;liveness;loudness;mode;speechness;tempo;time_signature;valence
0pVL6gE6ebXHExO9IzrJDQ;0.0627;0.286;0.547;3.16e-06;4;0.112;-7.923;1;0.0318;174.717;3;0.453
1Y5bVOOLBuZJgklqd2XMdu;0.0263;0.757;0.673;0.261;9;0.0497;-7.619;1;0.0605;123.008;4;0.519
3BGulTPrQ4WgqXS43rsQiz;0.974;0.636;0.111;0.927;0;0.114;-20.794;1;0.0492;119.978;4;0.254
2qPLtxrWm1kyTfQon8gTOD;0.898;0.569;0.271;0.95;0;0.0762;-18.911;1;0.0369;123.009;4;0.182
4gf2zvVCmMqrI6Hql4WDwT;0.000253;0.709;0.896;0.527;4;0.11;-4.606;0;0.0846;124.012;4;0.271
4c6gceS55MEjEXz4FI0yet;0.0125;0.665;0.795;1.55e-05;5;0.147;-4.222;1;0.0868;142.895;4;0.705
3O0TKZNLZIlehQSLGqVt6H;0.359;0.546;0.317;0.000924;2;0.229;-14.07;1;0.0322;130.12;3;0.127
4O0fZnRg1FiRNPBZiAOLwB;0.000664;0.781;0.81;0.705;7;0.0684;-6.405;1;0.0471;126.002;4;0.814
7JZo7Alh3CNc5JLTtEYGDf;0.0225;0.845;0.896;0.0029;7;0.165;-5.53;1;0.133;120.507;4;0.929
4z7coQbGbJ7phdfu44xXwP;0.244;0.722;0.786;3e-06;0;0.121;-6.436;1;0.191;88.01;4;0.131
53igQZh3fKAUeADvLyDn98;0.157;0.701;0.839;0;5;0.0956;-4.885;1;0.105;99.995;4;0.861
4UhKOgodBlQDy8qPGPdKB0;0.0195;0.796;0.818;0.392;7;0.135;-6.821;1;0.0501;125.932;4;0.773
3DmjHN1btW4dRtgwm7FdO2;0.3;0.675;0.686;0;0;0.108;-7.927;1;0.0542;92.027;4;0.359
2KklXplRtxMsBYo474Es0w;0.194;0.779;0.666;0.000556;5;0.0576;-7.361;1;0.0482;123.024;4;0.507
7krVVoOE56j44dCQxhIsoI;0.0175;0.603;0.921;6.02e-06;4;0.24;-5.213;0;0.0723;123.965;4;0.505
6bHzB3gk9n4Mr6nzPeghsw;0.0262;0.505;0.789;0.000615;7;0.242;-4.138;1;0.0767;129.996;4;0.698
6shyEhv7EqbnL2ZGcMdaHo;0.00128;0.72;0.914;0.69;7;0.0762;-6.07;1;0.0462;132.469;4;0.716
7ez00Lbk6pia7Pn2QjloY5;0.00246;0.852;0.803;0.000615;1;0.0443;-5.22;1;0.0392;123.003;4;0.76
2SlaiofsZRQFp0z8CoU7Wf;0.283;0.638;0.79;0;0;0.495;-6.224;1;0.134;93.45;4;0.405
4dGnnSRhjjrTmguV597rQ1;0.0133;0.754;0.667;0.114;6;0.114;-6.694;1;0.0473;122.009;4;0.477
2Mno2aRPs3WHTa1WKJPK19;0.98;0.533;0.113;0.904;0;0.106;-22.95;1;0.0564;131.953;4;0.077
69qu6EbhvKvVjU3Ut8GwEO;0.992;0.504;0.0561;0.848;0;0.21;-25.078;1;0.0429;130.289;4;0.22
0JshnWfAOhnJiob29TL7XO;0.00363;0.764;0.673;0.0119;7;0.211;-7.844;1;0.0386;121.014;4;0.41
2HU3rYSYcZmRIHt1HcRPTM;0.457;0.488;0.419;2.02e-05;4;0.135;-7.573;0;0.0281;127.149;3;0.274
6OwXxm4fp1YoFtIUsWwL9L;0.048;0.613;0.683;0.207;4;0.146;-4.217;0;0.034;120.064;4;0.135
19h2m5qgFuNsMgPvBiKtU9;0.000114;0.575;0.967;0.48;7;0.0813;-4.941;1;0.0902;125.431;4;0.5
2vfOR2DR36l1vmCTjYHt5y;0.0224;0.767;0.769;0.00155;4;0.264;-5.816;0;0.0395;121.963;4;0.182
6SdM7S3rp8AbOcZvWDUtLm;0.0339;0.509;0.537;2.43e-06;4;0.112;-7.327;1;0.0435;129.146;4;0.112
4H6FybPIVVbD26KCGdV3LR;0.00824;0.417;0.913;0;7;0.286;-4.825;1;0.0613;137.478;4;0.687
1LfSbPH1QCPxce41b9mmYF;0.00151;0.465;0.682;6.47e-05;7;0.175;-4.046;1;0.073;145.32;4;0.412
1pKYYY0dkg23sQQXi0Q5zN;0.00356;0.956;0.795;0.889;7;0.0906;-5.311;1;0.15;121.294;4;0.841
0O7lENhqOySbsL743G7PqD;0.334;0.589;0.442;0.000424;4;0.0987;-8.517;1;0.0291;122.688;3;0.0904
3ZqIhBa1ArLhkDrMOQfUNa;0.321;0.683;0.791;2.51e-06;5;0.405;-7.69;1;0.0723;95.006;4;0.453
5go1ZlLQtIk6XWgVQGd3Vy;0.987;0.545;0.174;0.913;0;0.131;-20.984;1;0.0405;133.996;4;0.129
3PRhxjMECKErCJHWlHyWcI;0.00484;0.807;0.683;0.00655;6;0.0602;-6.316;1;0.151;121.988;4;0.762
3lomd0j6m22YDaHgc4aKXQ;0.159;0.79;0.789;2.15e-05;0;0.172;-5.404;1;0.0579;123.039;4;0.558
2oLo4vGUIP3eJ9T001keTu;0.11;0.787;0.781;7.08e-06;2;0.213;-4.957;1;0.102;103.993;4;0.409
2JQnNIOozo1CNoqdiY5Lhq;0.0455;0.825;0.729;0.00162;6;0.131;-7.29;1;0.0456;119.998;4;0.326
2leBhyqaZr4N1oC9k8M1QP;0.0265;0.796;0.965;0.862;7;0.145;-7.749;1;0.0408;123.971;4;0.957
68QVNDz2ELUfiQXdL04FSp;0.485;0.542;0.675;0;0;0.106;-6.194;1;0.182;89.364;4;0.377
3sR7ZJLhTV28FJku2Wz37K;0.00868;0.633;0.891;0;7;0.386;-4.305;1;0.123;131.894;4;0.775
3wmaxxaH5UVCTMPKq9fyEp;0.921;0.54;0.153;0.00121;4;0.196;-15.557;1;0.0479;109.601;3;0.233
20rVnyAm2BMGi1X4tY717z;0.0168;0.69;0.845;0.0207;4;0.371;-4.741;0;0.0292;122.002;4;0.249
60SCRmavVjhkr2D7StNYXa;0.138;0.657;0.717;0;0;0.22;-8.165;1;0.0575;124.891;4;0.396
10cDMi22GGK7dyutgwNla8;0.145;0.758;0.686;0;0;0.183;-8.265;1;0.123;119.891;4;0.395
7Ix1gEJGGnmj88REWx7Y3a;0.0921;0.785;0.745;0.00105;6;0.0912;-3.461;1;0.136;119.896;4;0.433
5oqEgoVFryt2vadK0Xzjnj;0.0171;0.643;0.925;0.0301;4;0.0673;-2.274;0;0.0395;122.946;4;0.456
6yXkykvWxYOcJ3ljwPJlCy;0.937;0.543;0.154;0.929;0;0.101;-17.462;1;0.0315;119.976;4;0.0572
