track_id;acousticness;danceability;energy;instrumentalness;key;liveness;loudness;mode;speechness;tempo;time_signature;valence
0N3GwdrDtIjmzebv0JKBYY;0.978;0.368;0.0213;0.975;7;0.135;-19.37;1;0.0489;115.748;4;0.209
5tBGVvb39pTM6D9nFBwlRo;0.182;0.741;0.938;0;0;0.0558;-4.188;1;0.0365;130.01;4;0.863
58A37O0V1RiuQgmvkeqAeM;0.000219;0.471;0.767;1.65e-06;4;0.0922;-5.448;0;0.0333;80.956;4;0.182
3vJgaJLsDlDerxXvRZlTlo;0.944;0.336;0.073;0.864;4;0.0992;-25.198;1;0.0411;129.942;3;0.11
56cYbVYYNemECKS5V19fUR;0.983;0.187;0.028;0.927;3;0.107;-28.1;1;0.0405;87.123;3;0.0517
6fJ6GqxmMxKT9nd67GMxce;0.987;0.262;0.0362;0.907;0;0.124;-30.977;0;0.0424;141.097;3;0.0548
4UzVn3IbptqdpE22on8Zq1;0.301;0.667;0.947;6.34e-06;2;0.363;-3.746;1;0.0271;130.049;4;0.859
18lR4BzEs7e3qzc0KVkTpU;0.0141;0.623;0.93;1.64e-06;5;0.138;-5.285;1;0.0324;120.119;4;0.287
79RJJYhrEloQnZA1WEA9aw;1.06e-05;0.571;0.87;0.789;5;0.122;-4.607;1;0.0554;99.504;4;0.31
4FPl7RHJ8SQz6BZeRNxBTs;0.875;0.202;0.147;0.887;3;0.109;-22.582;1;0.0322;68.726;3;0.0391
5SqJ58jggeNUEQGdJMPQuv;0.987;0.162;0.0546;0.963;0;0.1;-34.76;0;0.0417;139.361;3;0.142
2wkNC1KAKnnV6hTzkWYTDy;0.992;0.537;0.0332;0.941;2;0.095;-18.741;1;0.0478;165.064;3;0.279
0c48YUjQEJBRYVaJqdlkCu;0.873;0.571;0.12;0.851;0;0.119;-13.79;1;0.0378;138.467;4;0.209
333nLXIkj5thGuWvIymETt;7.54e-05;0.523;0.834;0;5;0.4;-5.133;1;0.0366;135.974;4;0.559
4jMlrlKmVdSmAnNmPQEacG;0.0398;0.594;0.553;1.28e-05;4;0.273;-5.969;0;0.0528;134.038;4;0.283
4Cti8D5eFnO5WQ2DIev9ZI;0.0306;0.441;0.867;0;4;0.0747;-5.878;0;0.0426;150.095;4;0.416
0DjJ8BSCZtnMmPUCDqvF9B;0.912;0.307;0.0165;0.78;7;0.286;-30.589;1;0.0382;109.583;4;0.0592
3a6enSby0Rw9mrRPKDvqEL;0.994;0.538;0.0148;0.929;0;0.102;-21.967;1;0.0856;70.826;3;0.328
57O5tqEzGnqRleZd61L23E;0.000841;0.661;0.874;0.0308;2;0.0984;-4.946;1;0.0386;131.986;4;0.903
1EhtMqnIBudscPss7PcSWl;0.0102;0.686;0.83;1.42e-05;2;0.0421;-4.858;1;0.0365;128.005;4;0.916
6HlFxHQ5nn6HYGxOOYIrLm;0.000445;0.593;0.933;0.384;5;0.068;-4.894;1;0.119;153.993;4;0.497
76MH0AMa8LJDONHgCblyCr;0.0356;0.654;0.755;1.87e-06;5;0.0896;-4.304;1;0.0352;99.981;4;0.359
6JV7HodEBouipdpu7R516L;0.923;0.359;0.149;0.933;0;0.0981;-28.021;0;0.0349;169.798;4;0.22
0W2Yvv08fcuxcCjTlvRcHC;0.935;0.168;0.178;0.943;0;0.0887;-23.476;0;0.0461;127.028;3;0.0385
1Jj35pWytKHrwh36IanRVh;0.00277;0.612;0.666;0;4;0.286;-5.866;0;0.0317;120.048;4;0.353
4GrTv56lDftah55lpSgqMq;0.977;0.191;0.0608;0.858;7;0.092;-21.878;1;0.035;79.438;4;0.0443
6qccV35mkRcEB2zXXvunCl;0.958;0.146;0.0144;0.905;3;0.109;-31.769;1;0.0499;77.229;3;0.0388
3OmY35ytovC2WOlODcE5uc;0.162;0.667;0.953;2.25e-05;2;0.165;-6.223;1;0.0385;139.022;4;0.886
59jDSGDLBUjDB8fr2BgoT2;0.944;0.442;0.0929;0.87;2;0.111;-21.356;1;0.0315;96.002;3;0.0658
1fKBjN9zJYLetyLXLvwip1;0.00529;0.578;0.664;2.77e-05;5;0.0476;-8.098;0;0.0407;121.984;4;0.37
4SaQKYz3pLmMvSwRY2SxMd;0.973;0.153;0.0263;0.884;0;0.0935;-26.852;0;0.0367;135.71;3;0.038
0qPr1LlUv2Vw0GNpGKTRWc;0.991;0.181;0.00604;0.814;7;0.0781;-34.707;1;0.0369;111.038;4;0.136
4JHYe5NGALwinE6xccxbvX;0.984;0.236;0.092;0.95;0;0.103;-19.523;1;0.0507;71.143;4;0.173
7FCQhz7BwZCq8d9MyBBMJj;0.991;0.106;0.0378;0.899;3;0.102;-26.664;1;0.0433;70.982;3;0.146
6KUSRcBYmNADirGQcEZ2gK;0.983;0.11;0.0978;0.894;3;0.105;-26.015;1;0.0455;75.573;3;0.0388
1X7mCzQl7RwKHBsV4tH8va;0.968;0.477;0.329;0.923;0;0.106;-17.6;1;0.0428;142.009;4;0.451
0QijsaMELH5n5T012X6LYb;0.99;0.588;0.0891;0.931;2;0.151;-32.152;1;0.044;66.001;3;0.271
6blMxeWSCGTMC8oEHOrWTQ;0.974;0.278;0.0848;0.412;7;0.0715;-24.064;1;0.0383;90.43;4;0.0682
1LncOycIQ7n0fxlier28xi;0.983;0.524;0.259;0.865;0;0.0855;-20.021;1;0.0457;141.639;4;0.17
2Sd7KgjJDMc7vhDe64nBpi;0.974;0.443;0.178;0.937;0;0.112;-15.435;1;0.0306;140.426;4;0.165
2QjxTQAOtgiTJSO83VjJcv;0.995;0.655;0.033;0.962;1;0.104;-23.902;1;0.045;70.009;3;0.31
5HHRpLMZAAhDdWNL49SKAh;0.937;0.158;0.146;0.925;4;0.106;-30.413;0;0.0456;134.436;3;0.0577
0u7ghYOO8OSamsX8yakIVw;0.976;0.463;0.192;0.946;2;0.093;-18.888;1;0.0373;114.133;3;0.066
4WNXTOL59bYKYanFIViF1N;0.0082;0.624;0.796;1.77e-05;4;0.114;-5.397;0;0.0334;148.027;4;0.522
4iKj52IG7HI0fUoc1aHOsL;0.318;0.665;0.948;0.0598;2;0.14;-7.518;1;0.0347;134.975;4;0.686
07uqOSBqDST6fSINM2b003;0.983;0.276;0.00651;0.937;9;0.15;-29.629;1;0.0421;105.176;4;0.0399
21XCDDK6tDRehrjLOyAUUO;0.00164;0.566;0.752;0.0396;4;0.0497;-6.312;0;0.0312;144.029;4;0.44
49GcfKR9DCR8psnOW214rE;0.972;0.547;0.274;0.954;0;0.158;-18.257;1;0.0336;100.0;4;0.0602
